,School,Date,Venue,Opponent,Result/Line
3629,Towson,2-16,H,Delaware,W
3630,Towson,2-18,H,North Carolina A&T,W
3631,Towson,2-23,A,College of Charleston,L
3632,Towson,2-25,A,UNC Wilmington,W
3633,Towson,3-05,N,Delaware,W
3634,Towson,3-06,N,College of Charleston,L
3635,Duquesne,11-08,H,Montana,W
3636,Duquesne,11-11,A,Kentucky,L
3637,Duquesne,11-14,H,South Carolina St.,W
3638,Duquesne,11-18,N,Colgate,W
3639,Duquesne,11-21,H,North Florida,W
3640,Duquesne,11-23,H,Alabama St.,W
3641,Duquesne,11-29,H,UC Santa Barbara,W
3642,Duquesne,12-03,H,Ball St.,W
3643,Duquesne,12-08,H,Marshall,L
3644,Duquesne,12-11,H,New Mexico St.,L
3645,Duquesne,12-14,H,DePaul,W
3646,Duquesne,12-17,H,Indiana St.,W
3647,Duquesne,12-21,H,Winthrop,W
3648,Duquesne,12-28,A,Dayton,L
3649,Duquesne,12-31,H,Rhode Island,W
3650,Duquesne,1-04,H,VCU,W
3651,Duquesne,1-07,A,Richmond,L
3652,Duquesne,1-11,A,Saint Joseph's,W
3653,Duquesne,1-18,A,St. Bonaventure,L
3654,Duquesne,1-21,H,Fordham,L
3655,Duquesne,1-25,H,Loyola Chicago,W
3656,Duquesne,1-28,A,Massachusetts,L
3657,Duquesne,2-04,A,George Washington,W
3658,Duquesne,2-08,H,George Mason,W
3659,Duquesne,2-11,H,St. Bonaventure,W
3660,Duquesne,2-15,H,Saint Joseph's,W
3661,Duquesne,2-18,A,Saint Louis,L
3662,Duquesne,2-22,A,La Salle,W
3663,Duquesne,2-26,H,Davidson,L
3664,Duquesne,3-01,H,Massachusetts,W
3665,Duquesne,3-04,A,Fordham,L
3666,Duquesne,3-08,N,La Salle,L
3667,UMass Lowell,11-07,H,Fisher,W
3668,UMass Lowell,11-10,A,Columbia,W
3669,UMass Lowell,11-12,A,Rutgers,L
3670,UMass Lowell,11-16,H,Sacred Heart,W
3671,UMass Lowell,11-19,H,Emerson,W
3672,UMass Lowell,11-23,A,Brown,W
3673,UMass Lowell,11-27,H,Stonehill,W
3674,UMass Lowell,11-30,H,Merrimack,W
3675,UMass Lowell,12-03,A,Sacred Heart,W
3676,UMass Lowell,12-05,A,LIU Brooklyn,W
3677,UMass Lowell,12-08,A,Massachusetts,W
3678,UMass Lowell,12-10,H,St. Francis NY,W
3679,UMass Lowell,12-13,A,Rhode Island,L
3680,UMass Lowell,12-21,H,Boston University,W
3681,UMass Lowell,12-31,A,NJIT,W
3682,UMass Lowell,1-05,H,Maine,W
3683,UMass Lowell,1-08,A,Albany,L
3684,UMass Lowell,1-11,H,Vermont,W
3685,UMass Lowell,1-14,A,Binghamton,L
3686,UMass Lowell,1-18,H,UMBC,W
3687,UMass Lowell,1-22,H,Bryant,W
3688,UMass Lowell,1-25,A,Maine,L
3689,UMass Lowell,1-28,A,New Hampshire,L
3690,UMass Lowell,2-01,H,Albany,W
3691,UMass Lowell,2-04,H,NJIT,W
3692,UMass Lowell,2-06,A,Hartford,W
3693,UMass Lowell,2-11,A,Vermont,L
3694,UMass Lowell,2-15,A,Bryant,W
3695,UMass Lowell,2-18,H,Binghamton,W
3696,UMass Lowell,2-22,A,UMBC,W
3697,UMass Lowell,2-25,H,New Hampshire,W
3698,UMass Lowell,3-04,H,Maine,W
3699,UMass Lowell,3-07,H,New Hampshire,W
3700,UMass Lowell,3-11,A,Vermont,L
3701,Temple,11-07,H,Wagner,L
3702,Temple,11-11,H,Villanova,W
3703,Temple,11-15,H,Vanderbilt,L
3704,Temple,11-18,N,Rutgers,W
3705,Temple,11-21,N,St. John's,L
3706,Temple,11-22,N,Richmond,L
3707,Temple,11-27,H,Drexel,W
3708,Temple,11-30,N,La Salle,W
3709,Temple,12-03,H,VCU,W
3710,Temple,12-06,H,Saint Joseph's,W
3711,Temple,12-10,A,Penn,L
3712,Temple,12-17,A,Mississippi,L
3713,Temple,12-20,H,Maryland Eastern Shore,L
3714,Temple,12-28,A,East Carolina,W
3715,Temple,1-01,H,Cincinnati,W
3716,Temple,1-04,A,South Florida,W
3717,Temple,1-07,H,Tulane,L
3718,Temple,1-10,A,Tulsa,W
3719,Temple,1-15,H,Memphis,L
3720,Temple,1-18,H,East Carolina,W
3721,Temple,1-22,A,Houston,W
3722,Temple,1-25,H,South Florida,W
3723,Temple,1-28,A,UCF,W
3724,Temple,2-05,H,Houston,L
3725,Temple,2-08,A,SMU,L
3726,Temple,2-12,A,Memphis,L
3727,Temple,2-16,H,Wichita St.,L
3728,Temple,2-19,H,Tulsa,W
3729,Temple,2-22,A,Cincinnati,L
3730,Temple,3-02,H,UCF,W
3731,Temple,3-05,A,Tulane,L
3732,Temple,3-10,N,Cincinnati,L
3733,Utah Tech,11-07,A,Nevada,L
3734,Utah Tech,11-12,H,Cal St. Northridge,W
3735,Utah Tech,11-14,A,Washington,L
3736,Utah Tech,11-17,A,Arizona,L
3737,Utah Tech,11-19,A,Idaho,W
3738,Utah Tech,11-25,A,North Dakota,L
3739,Utah Tech,11-26,N,Cal St. Fullerton,W
3740,Utah Tech,12-01,A,Utah St.,L
3741,Utah Tech,12-03,A,Weber St.,W
3742,Utah Tech,12-09,H,Chapman,W
3743,Utah Tech,12-17,H,Master's,W
3744,Utah Tech,12-19,H,Westmont,W
3745,Utah Tech,12-22,H,Lindenwood,W
3746,Utah Tech,12-29,H,UT Rio Grande Valley,W
3747,Utah Tech,12-31,A,Utah Valley,L
3748,Utah Tech,1-05,A,Cal Baptist,L
3749,Utah Tech,1-12,H,Stephen F. Austin,L
3750,Utah Tech,1-14,H,Sam Houston St.,L
3751,Utah Tech,1-18,A,Grand Canyon,L
3752,Utah Tech,1-21,H,New Mexico St.,W
3753,Utah Tech,1-26,A,Tarleton St.,L
3754,Utah Tech,1-28,A,Abilene Christian,L
3755,Utah Tech,2-02,H,Utah Valley,L
3756,Utah Tech,2-04,H,Southern Utah,W
3757,Utah Tech,2-08,A,Seattle,L
3758,Utah Tech,2-11,H,Tarleton St.,L
3759,Utah Tech,2-17,A,Southern Utah,L
3760,Utah Tech,2-23,A,UT Rio Grande Valley,W
3761,Utah Tech,2-25,A,UT Arlington,L
3762,Utah Tech,3-01,H,Seattle,W
3763,Utah Tech,3-03,H,Grand Canyon,L
3764,Utah Tech,3-07,N,Stephen F. Austin,W
3765,Utah Tech,3-09,N,Southern Utah,L
3766,Yale,11-07,H,Sarah Lawrence,W
3767,Yale,11-11,N,Eastern Washington,W
3768,Yale,11-13,N,Mississippi Valley St.,W
3769,Yale,11-14,A,Hawaii,W
3770,Yale,11-20,H,John Jay,W
3771,Yale,11-22,H,Vermont,W
3772,Yale,11-27,A,Colorado,L
3773,Yale,11-30,H,Howard,W
3774,Yale,12-03,A,Stony Brook,W
3775,Yale,12-06,A,Butler,L
3776,Yale,12-10,A,Kentucky,L
3777,Yale,12-12,A,Fairfield,W
3778,Yale,12-22,A,Monmouth,W
3779,Yale,12-31,A,Columbia,L
3780,Yale,1-06,H,Dartmouth,L
3781,Yale,1-07,H,Harvard,W
3782,Yale,1-13,A,Cornell,L
3783,Yale,1-16,H,Brown,W
3784,Yale,1-21,H,Penn,W
3785,Yale,1-28,H,Princeton,W
3786,Yale,2-03,A,Harvard,W
3787,Yale,2-04,A,Dartmouth,W
3788,Yale,2-11,H,Columbia,W
3789,Yale,2-17,A,Penn,L
3790,Yale,2-18,A,Princeton,W
3791,Yale,2-25,H,Cornell,W
3792,Yale,3-04,A,Brown,W
3793,Yale,3-11,N,Cornell,W
3794,Yale,3-12,A,Princeton,L
3795,Yale,3-14,A,Vanderbilt,L
3796,Pacific,11-07,A,Stanford,L
3797,Pacific,11-13,A,North Dakota St.,W
3798,Pacific,11-15,A,North Dakota,W
3799,Pacific,11-18,H,Cal St. Fullerton,L
3800,Pacific,11-22,H,Mount St. Mary's,L
3801,Pacific,11-25,H,Idaho,L
3802,Pacific,11-28,H,Cal Poly,L
3803,Pacific,12-01,A,UC Davis,W
3804,Pacific,12-03,A,UC Santa Barbara,L
3805,Pacific,12-06,H,Northern Arizona,L
3806,Pacific,12-10,H,Fresno St.,W
3807,Pacific,12-11,H,Cal St. East Bay,L
3808,Pacific,12-13,H,Stanislaus St.,W
3809,Pacific,12-17,H,San Jose St.,W
3810,Pacific,12-20,A,Lamar,W
3811,Pacific,12-29,H,BYU,L
3812,Pacific,12-31,H,Loyola Marymount,W
3813,Pacific,1-05,A,San Diego,W
3814,Pacific,1-07,A,Pepperdine,W
3815,Pacific,1-14,H,Santa Clara,L
3816,Pacific,1-19,A,San Francisco,L
3817,Pacific,1-21,H,Gonzaga,L
3818,Pacific,1-28,A,Santa Clara,W
3819,Pacific,2-02,H,Pepperdine,W
3820,Pacific,2-04,A,BYU,L
3821,Pacific,2-09,A,Portland,L
3822,Pacific,2-11,H,San Diego,W
3823,Pacific,2-16,H,San Francisco,L
3824,Pacific,2-18,A,Loyola Marymount,L
3825,Pacific,2-23,A,Saint Mary's,L
3826,Pacific,2-25,H,Portland,W
3827,Pacific,3-02,N,Pepperdine,W
3828,Pacific,3-03,N,San Francisco,L
3829,Winthrop,11-07,A,Penn St.,L
3830,Winthrop,11-09,H,Piedmont,W
3831,Winthrop,11-12,H,Middle Tennessee,W
3832,Winthrop,11-15,A,Auburn,L
3833,Winthrop,11-19,A,Mercer,L
3834,Winthrop,11-22,N,Southern Miss,L
3835,Winthrop,11-23,N,Eastern Michigan,W
3836,Winthrop,11-29,H,Toccoa Falls,W
3837,Winthrop,12-03,H,Coastal Carolina,L
3838,Winthrop,12-06,H,South Carolina St.,W
3839,Winthrop,12-10,A,Furman,L
3840,Winthrop,12-17,A,LSU,L
3841,Winthrop,12-21,A,Duquesne,L
3842,Winthrop,12-29,A,USC Upstate,L
3843,Winthrop,12-31,H,UNC Asheville,W
3844,Winthrop,1-04,H,Presbyterian,W
3845,Winthrop,1-07,A,Longwood,L
3846,Winthrop,1-11,H,Radford,L
3847,Winthrop,1-14,A,Campbell,W
3848,Winthrop,1-18,A,High Point,L
3849,Winthrop,1-21,H,Gardner Webb,L
3850,Winthrop,1-25,H,Charleston Southern,W
3851,Winthrop,1-28,A,Presbyterian,W
3852,Winthrop,2-01,H,Longwood,W
3853,Winthrop,2-04,A,Radford,L
3854,Winthrop,2-08,A,UNC Asheville,L
3855,Winthrop,2-11,H,USC Upstate,L
3856,Winthrop,2-15,A,Gardner Webb,W
3857,Winthrop,2-18,A,Charleston Southern,W
3858,Winthrop,2-22,H,Campbell,W
3859,Winthrop,2-25,H,High Point,W
3860,Winthrop,3-03,N,Radford,L
3861,Kent St.,11-07,A,Northern Kentucky,W
3862,Kent St.,11-10,H,Baldwin Wallace,W
3863,Kent St.,11-14,H,Portland,W
3864,Kent St.,11-16,H,Arkansas Pine Bluff,W
3865,Kent St.,11-19,H,Chicago St.,W
3866,Kent St.,11-23,A,College of Charleston,L
3867,Kent St.,11-26,A,Houston,L
3868,Kent St.,12-02,H,South Dakota St.,W
3869,Kent St.,12-05,A,Gonzaga,L
3870,Kent St.,12-10,A,Cleveland St.,W
3871,Kent St.,12-18,H,Concord,W
3872,Kent St.,12-21,N,New Mexico St.,W
3873,Kent St.,12-22,A,UTEP,W
3874,Kent St.,1-03,H,Western Michigan,W
3875,Kent St.,1-07,A,Miami OH,W
3876,Kent St.,1-10,H,Toledo,W
3877,Kent St.,1-13,A,Ohio,W
3878,Kent St.,1-17,A,Eastern Michigan,W
3879,Kent St.,1-20,H,Ball St.,W
3880,Kent St.,1-24,A,Northern Illinois,L
3881,Kent St.,1-27,H,Buffalo,W
3882,Kent St.,1-31,H,Central Michigan,W
3883,Kent St.,2-03,A,Akron,L
3884,Kent St.,2-07,H,Bowling Green,W
3885,Kent St.,2-10,A,Buffalo,W
3886,Kent St.,2-14,A,Western Michigan,W
3887,Kent St.,2-17,H,Eastern Michigan,W
3888,Kent St.,2-21,A,Ball St.,L
3889,Kent St.,2-25,A,Bowling Green,W
3890,Kent St.,2-28,H,Ohio,W
3891,Kent St.,3-03,H,Akron,W
3892,Kent St.,3-09,N,Northern Illinois,W
3893,Kent St.,3-10,N,Akron,W
3894,Kent St.,3-11,N,Toledo,W
3895,Chattanooga,11-07,A,College of Charleston,L
3896,Chattanooga,11-10,H,Oakland City,W
3897,Chattanooga,11-15,A,Mississippi,L
3898,Chattanooga,11-19,H,Covenant,W
3899,Chattanooga,11-23,H,Lipscomb,L
3900,Chattanooga,11-26,H,Murray St.,W
3901,Chattanooga,11-30,A,Tennessee Tech,W
3902,Chattanooga,12-03,A,Gardner Webb,W
3903,Chattanooga,12-06,H,Milwaukee,W
3904,Chattanooga,12-10,H,Johnson (TN),W
3905,Chattanooga,12-15,A,Middle Tennessee,W
3906,Chattanooga,12-18,H,Belmont,L
3907,Chattanooga,12-21,A,Georgia,L
3908,Chattanooga,12-29,A,The Citadel,L
3909,Chattanooga,12-31,A,Mercer,W
3910,Chattanooga,1-04,A,UNC Greensboro,L
3911,Chattanooga,1-07,H,VMI,W
3912,Chattanooga,1-11,H,Western Carolina,W
3913,Chattanooga,1-14,A,Samford,L
3914,Chattanooga,1-18,H,Furman,L
3915,Chattanooga,1-21,H,East Tennessee St.,L
3916,Chattanooga,1-25,H,Wofford,L
3917,Chattanooga,1-28,A,East Tennessee St.,W
3918,Chattanooga,2-01,A,Furman,L
3919,Chattanooga,2-04,A,Western Carolina,L
3920,Chattanooga,2-08,H,The Citadel,W
3921,Chattanooga,2-11,H,Mercer,W
3922,Chattanooga,2-15,A,VMI,W
3923,Chattanooga,2-18,H,UNC Greensboro,L
3924,Chattanooga,2-22,H,Samford,L
3925,Chattanooga,2-25,A,Wofford,L
3926,Chattanooga,3-03,N,VMI,W
3927,Chattanooga,3-04,N,Samford,W
3928,Chattanooga,3-05,N,Wofford,W
3929,Chattanooga,3-06,N,Furman,L
3930,St. John's,11-07,H,Merrimack,W
3931,St. John's,11-12,H,Lafayette,W
3932,St. John's,11-15,H,Central Connecticut,W
3933,St. John's,11-17,H,Nebraska,W
3934,St. John's,11-21,N,Temple,W
3935,St. John's,11-22,N,Syracuse,W
3936,St. John's,11-26,H,Niagara,W
3937,St. John's,11-29,H,LIU Brooklyn,W
3938,St. John's,12-04,A,Iowa St.,L
3939,St. John's,12-07,H,DePaul,W
3940,St. John's,12-10,H,New Hampshire,W
3941,St. John's,12-17,N,Florida St.,W
3942,St. John's,12-21,A,Villanova,L
3943,St. John's,12-28,H,Xavier,L
3944,St. John's,12-31,A,Seton Hall,L
3945,St. John's,1-03,H,Marquette,L
3946,St. John's,1-07,A,Providence,L
3947,St. John's,1-10,H,Butler,W
3948,St. John's,1-15,A,Connecticut,W
3949,St. John's,1-20,H,Villanova,L
3950,St. John's,1-25,A,Creighton,L
3951,St. John's,1-29,H,Georgetown,W
3952,St. John's,2-01,H,Seton Hall,L
3953,St. John's,2-04,A,Xavier,L
3954,St. John's,2-07,A,Butler,L
3955,St. John's,2-11,H,Providence,W
3956,St. John's,2-14,A,DePaul,W
3957,St. John's,2-18,H,Creighton,L
3958,St. John's,2-22,A,Georgetown,W
3959,St. John's,2-25,H,Connecticut,L
3960,St. John's,3-04,A,Marquette,L
3961,St. John's,3-08,N,Butler,W
3962,St. John's,3-09,N,Marquette,L
3963,Ball St.,11-07,H,Earlham,W
3964,Ball St.,11-12,A,Indiana St.,L
3965,Ball St.,11-16,A,Nebraska Omaha,W
3966,Ball St.,11-19,H,Ind.-South Bend,W
3967,Ball St.,11-25,N,Vermont,L
3968,Ball St.,11-26,N,Missouri St.,W
3969,Ball St.,11-27,N,San Jose St.,L
3970,Ball St.,12-03,A,Duquesne,L
3971,Ball St.,12-07,A,Eastern Illinois,W
3972,Ball St.,12-10,H,Evansville,W
3973,Ball St.,12-17,N,Illinois St.,W
3974,Ball St.,12-21,H,Georgia Southern,W
3975,Ball St.,12-28,H,Chicago St.,W
3976,Ball St.,1-03,A,Toledo,W
3977,Ball St.,1-06,H,Akron,W
3978,Ball St.,1-10,A,Ohio,L
3979,Ball St.,1-14,H,Miami OH,W
3980,Ball St.,1-17,H,Western Michigan,W
3981,Ball St.,1-20,A,Kent St.,L
3982,Ball St.,1-24,H,Buffalo,L
3983,Ball St.,1-28,A,Northern Illinois,W
3984,Ball St.,1-31,A,Bowling Green,W
3985,Ball St.,2-03,H,Eastern Michigan,W
3986,Ball St.,2-07,A,Central Michigan,W
3987,Ball St.,2-11,H,Bowling Green,W
3988,Ball St.,2-14,H,Northern Illinois,W
3989,Ball St.,2-18,A,Western Michigan,L
3990,Ball St.,2-21,H,Kent St.,W
3991,Ball St.,2-25,A,Eastern Michigan,L
3992,Ball St.,2-28,A,Akron,L
3993,Ball St.,3-03,H,Toledo,L
3994,Ball St.,3-09,N,Ohio,L
3995,Davidson,11-07,H,Guilford,W
3996,Davidson,11-09,A,Wright St.,W
3997,Davidson,11-13,H,VMI,W
3998,Davidson,11-17,A,College of Charleston,L
3999,Davidson,11-18,N,South Carolina,W
4000,Davidson,11-20,N,Old Dominion,W
4001,Davidson,11-25,H,San Francisco,W
4002,Davidson,11-29,H,Charlotte,L
4003,Davidson,12-03,A,Delaware,L
4004,Davidson,12-07,H,Western Carolina,W
4005,Davidson,12-17,N,Purdue,L
4006,Davidson,12-21,H,Northeastern,L
4007,Davidson,12-28,A,Fordham,W
4008,Davidson,12-31,H,Dayton,L
4009,Davidson,1-04,H,Loyola Chicago,W
4010,Davidson,1-07,A,VCU,L
4011,Davidson,1-11,H,Richmond,L
4012,Davidson,1-14,A,George Mason,L
4013,Davidson,1-17,A,Dayton,L
4014,Davidson,1-24,A,La Salle,W
4015,Davidson,1-27,H,Saint Louis,L
4016,Davidson,1-31,H,VCU,L
4017,Davidson,2-04,A,Massachusetts,W
4018,Davidson,2-11,H,Fordham,L
4019,Davidson,2-15,A,Saint Louis,L
4020,Davidson,2-18,H,Saint Joseph's,W
4021,Davidson,2-22,H,St. Bonaventure,W
4022,Davidson,2-26,A,Duquesne,W
4023,Davidson,3-01,H,George Washington,L
4024,Davidson,3-04,A,Rhode Island,W
4025,Davidson,3-08,N,St. Bonaventure,W
4026,Davidson,3-09,N,VCU,L
4027,Oklahoma St.,11-07,H,UT Arlington,W
4028,Oklahoma St.,11-10,H,Southern Illinois,L
4029,Oklahoma St.,11-13,A,Oakland,W
4030,Oklahoma St.,11-18,N,UCF,L
4031,Oklahoma St.,11-20,N,DePaul,W
4032,Oklahoma St.,11-25,H,Tulsa,W
4033,Oklahoma St.,11-27,H,Prairie View A&M,W
4034,Oklahoma St.,12-01,A,Connecticut,L
4035,Oklahoma St.,12-06,H,Sam Houston St.,W
4036,Oklahoma St.,12-11,N,Virginia Tech,L
4037,Oklahoma St.,12-17,N,Wichita St.,W
4038,Oklahoma St.,12-20,H,Texas A&M Corpus Chris,W
4039,Oklahoma St.,12-31,A,Kansas,L
4040,Oklahoma St.,1-02,H,West Virginia,W
4041,Oklahoma St.,1-07,H,Texas,L
4042,Oklahoma St.,1-10,A,Kansas St.,L
4043,Oklahoma St.,1-14,A,Baylor,L
4044,Oklahoma St.,1-18,H,Oklahoma,W
4045,Oklahoma St.,1-21,H,Iowa St.,W
4046,Oklahoma St.,1-24,A,Texas,L
4047,Oklahoma St.,1-28,H,Mississippi,W
4048,Oklahoma St.,2-01,A,Oklahoma,W
4049,Oklahoma St.,2-04,H,TCU,W
4050,Oklahoma St.,2-08,H,Texas Tech,W
4051,Oklahoma St.,2-11,A,Iowa St.,W
4052,Oklahoma St.,2-14,H,Kansas,L
4053,Oklahoma St.,2-18,A,TCU,L
4054,Oklahoma St.,2-20,A,West Virginia,L
4055,Oklahoma St.,2-25,H,Kansas St.,L
4056,Oklahoma St.,2-27,H,Baylor,L
4057,Oklahoma St.,3-04,A,Texas Tech,W
4058,Oklahoma St.,3-08,N,Oklahoma,W
4059,Oklahoma St.,3-09,N,Texas,L
4060,Oklahoma St.,3-15,A,Youngstown St.,W
4061,Wyoming,11-07,H,Colorado Christian,W
4062,Wyoming,11-10,H,Nicholls St.,W
4063,Wyoming,11-13,H,Southeastern Louisiana,L
4064,Wyoming,11-18,N,Howard,W
4065,Wyoming,11-20,N,Drake,L
4066,Wyoming,11-21,N,Boston College,L
4067,Wyoming,11-30,N,Santa Clara,L
4068,Wyoming,12-03,H,Grand Canyon,L
4069,Wyoming,12-06,H,Texas A&M Commerce,W
4070,Wyoming,12-10,H,Louisiana Tech,W
4071,Wyoming,12-17,N,Dayton,L
4072,Wyoming,12-21,N,Saint Mary's,L
4073,Wyoming,12-28,A,Fresno St.,L
4074,Wyoming,12-31,H,New Mexico,L
4075,Wyoming,1-07,H,San Diego St.,L
4076,Wyoming,1-10,A,Utah St.,L
4077,Wyoming,1-14,H,Boise St.,L
4078,Wyoming,1-17,A,Air Force,L
4079,Wyoming,1-21,H,Colorado St.,W
4080,Wyoming,1-24,A,UNLV,L
4081,Wyoming,1-31,H,Fresno St.,W
4082,Wyoming,2-04,A,San Jose St.,L
4083,Wyoming,2-08,H,UNLV,L
4084,Wyoming,2-11,A,Boise St.,L
4085,Wyoming,2-14,A,New Mexico,W
4086,Wyoming,2-17,H,Air Force,L
4087,Wyoming,2-21,H,Utah St.,L
4088,Wyoming,2-24,A,Colorado St.,L
4089,Wyoming,2-27,H,Nevada,W
4090,Wyoming,3-04,A,San Diego St.,L
4091,Wyoming,3-08,N,New Mexico,L
4092,Utah,11-07,H,LIU Brooklyn,W
4093,Utah,11-11,H,Cal St. Bakersfield,W
4094,Utah,11-14,H,Idaho St.,W
4095,Utah,11-17,H,Sam Houston St.,L
4096,Utah,11-21,N,Georgia Tech,W
4097,Utah,11-23,N,Mississippi St.,L
4098,Utah,11-26,H,St. Thomas,W
4099,Utah,12-01,H,Arizona,W
4100,Utah,12-04,A,Washington St.,W
4101,Utah,12-08,H,Jacksonville St.,W
4102,Utah,12-13,H,UTSA,W
4103,Utah,12-17,A,BYU,L
4104,Utah,12-21,N,TCU,L
4105,Utah,12-29,A,California,W
4106,Utah,12-31,A,Stanford,W
4107,Utah,1-05,H,Oregon St.,W
4108,Utah,1-07,H,Oregon,L
4109,Utah,1-12,A,UCLA,L
4110,Utah,1-14,A,USC,L
4111,Utah,1-19,H,Washington St.,W
4112,Utah,1-21,H,Washington,W
4113,Utah,1-26,A,Oregon St.,W
4114,Utah,1-28,A,Oregon,L
4115,Utah,2-02,H,Stanford,L
4116,Utah,2-05,H,California,W
4117,Utah,2-11,H,Colorado,W
4118,Utah,2-16,A,Arizona,L
4119,Utah,2-18,A,Arizona St.,L
4120,Utah,2-23,H,UCLA,L
4121,Utah,2-25,H,USC,L
4122,Utah,3-04,A,Colorado,L
4123,Utah,3-08,N,Stanford,L
4124,UNLV,11-07,H,Southern,W
4125,UNLV,11-12,H,Incarnate Word,W
4126,UNLV,11-15,H,Dayton,W
4127,UNLV,11-18,H,High Point,W
4128,UNLV,11-21,N,Southern Illinois,W
4129,UNLV,11-23,N,Minnesota,W
4130,UNLV,11-26,H,LIFE Pacific,W
4131,UNLV,12-03,A,San Diego,W
4132,UNLV,12-07,N,Hawaii,W
4133,UNLV,12-10,N,Washington St.,W
4134,UNLV,12-17,H,San Francisco,L
4135,UNLV,12-22,H,Southern Miss,W
4136,UNLV,12-28,A,San Jose St.,L
4137,UNLV,12-31,H,San Diego St.,L
4138,UNLV,1-07,A,New Mexico,W
4139,UNLV,1-11,H,Boise St.,L
4140,UNLV,1-14,H,Colorado St.,L
4141,UNLV,1-17,A,Utah St.,L
4142,UNLV,1-21,A,Fresno St.,L
4143,UNLV,1-24,H,Wyoming,W
4144,UNLV,1-28,H,Nevada,W
4145,UNLV,1-31,A,Colorado St.,W
4146,UNLV,2-03,H,Fresno St.,L
4147,UNLV,2-08,A,Wyoming,W
4148,UNLV,2-11,A,San Diego St.,L
4149,UNLV,2-14,H,San Jose St.,L
4150,UNLV,2-19,A,Boise St.,L
4151,UNLV,2-24,H,Air Force,W
4152,UNLV,3-01,H,Utah St.,L
4153,UNLV,3-04,A,Nevada,W
4154,UNLV,3-08,H,Air Force,W
4155,UNLV,3-09,H,Boise St.,L
4156,Northern Arizona,11-07,A,Michigan St.,L
4157,Northern Arizona,11-10,A,Arizona St.,L
4158,Northern Arizona,11-12,A,Utah Valley,L
4159,Northern Arizona,11-15,H,Benedictine Mesa,W
4160,Northern Arizona,11-18,H,UC Santa Barbara,W
4161,Northern Arizona,11-21,N,Texas,L
4162,Northern Arizona,11-22,A,UT Rio Grande Valley,L
4163,Northern Arizona,11-27,H,Abilene Christian,L
4164,Northern Arizona,11-29,H,Ottawa (AZ),W
4165,Northern Arizona,12-03,A,Pepperdine,L
4166,Northern Arizona,12-06,A,Pacific,W
4167,Northern Arizona,12-10,H,Utah Valley,L
4168,Northern Arizona,12-17,A,Southern Utah,L
4169,Northern Arizona,12-29,A,Idaho St.,L
4170,Northern Arizona,12-31,A,Weber St.,L
4171,Northern Arizona,1-05,H,Montana,W
4172,Northern Arizona,1-07,H,Montana St.,L
4173,Northern Arizona,1-12,A,Portland St.,L
4174,Northern Arizona,1-14,A,Sacramento St.,L
4175,Northern Arizona,1-19,H,Idaho,L
4176,Northern Arizona,1-21,H,Eastern Washington,L
4177,Northern Arizona,1-28,H,Northern Colorado,W
4178,Northern Arizona,2-02,A,Montana St.,L
4179,Northern Arizona,2-04,A,Montana,L
4180,Northern Arizona,2-06,H,Idaho St.,L
4181,Northern Arizona,2-09,H,Sacramento St.,W
4182,Northern Arizona,2-11,H,Portland St.,L
4183,Northern Arizona,2-16,A,Eastern Washington,L
4184,Northern Arizona,2-18,A,Idaho,W
4185,Northern Arizona,2-25,A,Northern Colorado,W
4186,Northern Arizona,2-27,H,Weber St.,L
4187,Northern Arizona,3-04,N,Idaho,W
4188,Northern Arizona,3-05,N,Eastern Washington,W
4189,Northern Arizona,3-07,N,Montana,W
4190,Northern Arizona,3-08,N,Montana St.,L
4191,UC Irvine,11-07,H,Chapman,W
4192,UC Irvine,11-11,A,Oregon,W
4193,UC Irvine,11-15,H,Loyola Marymount,W
4194,UC Irvine,11-19,A,Pepperdine,L
4195,UC Irvine,11-21,H,LIFE Pacific,W
4196,UC Irvine,11-25,N,Nicholls St.,W
4197,UC Irvine,11-26,N,New Mexico St.,W
4198,UC Irvine,11-29,A,San Diego St.,L
4199,UC Irvine,12-03,H,Fresno St.,L
4200,UC Irvine,12-10,A,South Dakota,W
4201,UC Irvine,12-15,A,Santa Clara,L
4202,UC Irvine,12-20,H,Harvard,L
4203,UC Irvine,12-31,A,Cal St. Bakersfield,W
4204,UC Irvine,1-05,A,UC Davis,W
4205,UC Irvine,1-07,H,Long Beach St.,W
4206,UC Irvine,1-11,H,Cal St. Fullerton,W
4207,UC Irvine,1-14,A,Cal St. Northridge,W
4208,UC Irvine,1-16,H,UC Santa Barbara,L
4209,UC Irvine,1-19,H,Hawaii,W
4210,UC Irvine,1-26,A,Cal St. Fullerton,L
4211,UC Irvine,1-28,H,Cal St. Northridge,W
4212,UC Irvine,2-02,A,UC San Diego,W
4213,UC Irvine,2-04,A,Long Beach St.,L
4214,UC Irvine,2-09,H,Cal Poly,W
4215,UC Irvine,2-11,H,UC Riverside,W
4216,UC Irvine,2-15,A,UC Santa Barbara,W
4217,UC Irvine,2-18,H,UC Davis,W
4218,UC Irvine,2-20,A,Cal Poly,W
4219,UC Irvine,2-23,H,UC San Diego,L
4220,UC Irvine,2-25,A,Hawaii,L
4221,UC Irvine,3-02,A,UC Riverside,W
4222,UC Irvine,3-04,H,Cal St. Bakersfield,W
4223,UC Irvine,3-09,N,Cal St. Bakersfield,W
4224,UC Irvine,3-10,N,Cal St. Fullerton,L
4225,Charlotte,11-07,H,Coppin St.,W
